Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Section title,Component ID,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Renders on page,Why it does not render,Original type,Original type name,Replaced by (live component ID),Replacement match basis
T8-102,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Integration,2379124,Card on Jurisdictions,"Nothing renders component 2379124: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407883 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2407883, which is the row the page actually renders, then delete 2379124 in a sweep of unreferenced component rows.",Jurisdictions :: geoid,Open,,,"Was T4-118, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2407883,published - unique title + element type on the page
T8-103,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled Card),2379125,Card on Jurisdictions,"Nothing renders component 2379125: it is in neither the published nor the draft section list of any page (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The section itself is most likely still on the_plan/jurisdictional_annexes/select_jurisdiction under a new row id, but it could not be pinned down (no current section matches its title and element type).","Re-check the ""No requirement tag"" finding against the_plan/jurisdictional_annexes/select_jurisdiction directly -- this row id is stale, but the finding may well still be open on the row that replaced it. Then delete 2379125 in a sweep of unreferenced component rows.",,Open,,,"Was T5-301, type 5 (No requirement tag).","H2, H3, C4-b, C5-b",1468633,Strategy,Local Actions Database,"inherited from LHMP_IA component ""Local Actions Database"" (Strategy / Table) [realigned (component re-created since QA)]",Medium,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,,no current section matches its title and element type
T8-104,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled Spreadsheet),2379127,Spreadsheet,"Nothing renders component 2379127: it is in neither the published nor the draft section list of any page (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The section itself is most likely still on the_plan/jurisdictional_annexes/select_jurisdiction under a new row id, but it could not be pinned down (no current section matches its title and element type).","Re-check the ""No requirement tag"" finding against the_plan/jurisdictional_annexes/select_jurisdiction directly -- this row id is stale, but the finding may well still be open on the row that replaced it. Then delete 2379127 in a sweep of unreferenced component rows.",,Open,,,"Was T5-299, type 5 (No requirement tag).",,,,,component no longer on the page - could not be located,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,,no current section matches its title and element type
T8-105,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Additional Context (Capacity to Implement),2379128,Card on Jurisdictions,"Nothing renders component 2379128: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407887 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2407887, which is the row the page actually renders, then delete 2379128 in a sweep of unreferenced component rows.",Jurisdictions :: geoid,Open,,,"Was T4-121, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2407887,published - unique title + element type on the page
T8-106,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled lexical),2379129,lexical,"Nothing renders component 2379129: it is in neither the published nor the draft section list of any page (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The section itself is most likely still on the_plan/jurisdictional_annexes/select_jurisdiction under a new row id, but it could not be pinned down (no current section matches its title and element type).","Re-check the ""No requirement tag"" finding against the_plan/jurisdictional_annexes/select_jurisdiction directly -- this row id is stale, but the finding may well still be open on the row that replaced it. Then delete 2379129 in a sweep of unreferenced component rows.",,Open,,,"Was T5-306, type 5 (No requirement tag).",C1-a,1515534,Capacity To Implement,Additional Context (Capacity To Implement),"inherited from LHMP_IA component ""Additional Context (Capacity To Implement)"" (Capacity To Implement / Card) [realigned (component re-created since QA)]",Medium,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,,no current section matches its title and element type
T8-107,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Progress,2379130,Card on LHMP_IA,"Nothing renders component 2379130: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407889 (published), so the original ""SHMP narrative not permission-locked"" finding has moved there.","Nothing to edit on this row. Re-check the ""SHMP narrative not permission-locked"" finding against component 2407889, which is the row the page actually renders, then delete 2379130 in a sweep of unreferenced component rows.",LHMP_IA edit lock,Open,,,"Was T1-008, type 1 (SHMP narrative not permission-locked).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",1,SHMP narrative not permission-locked,2407889,published - unique title + element type on the page
T8-108,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Progress,2379130,Card on LHMP_IA,"Nothing renders component 2379130: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407889 (published), so the original ""No requirement tag"" finding has moved there.","Nothing to edit on this row. Re-check the ""No requirement tag"" finding against component 2407889, which is the row the page actually renders, then delete 2379130 in a sweep of unreferenced component rows.",,Open,,,"Was T5-307, type 5 (No requirement tag).",Not Applicable,1468637,Progress,Progress,"LHMP_IA component ""Progress"" (Progress / Card) [realigned (component re-created since QA)]",High,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,2407889,published - unique title + element type on the page
T8-109,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled lexical),2379131,lexical,"Nothing renders component 2379131: it is in neither the published nor the draft section list of any page (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The section itself is most likely still on the_plan/jurisdictional_annexes/select_jurisdiction under a new row id, but it could not be pinned down (no current section matches its title and element type).","Re-check the ""No requirement tag"" finding against the_plan/jurisdictional_annexes/select_jurisdiction directly -- this row id is stale, but the finding may well still be open on the row that replaced it. Then delete 2379131 in a sweep of unreferenced component rows.",,Open,,,"Was T5-308, type 5 (No requirement tag).",Not Applicable,1468637,Progress,Progress,"inherited from LHMP_IA component ""Progress"" (Progress / Card) [realigned (component re-created since QA)]",Medium,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,,no current section matches its title and element type
T8-110,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Complete Actions,2379132,Card on Jurisdictions,"Nothing renders component 2379132: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407891 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2407891, which is the row the page actually renders, then delete 2379132 in a sweep of unreferenced component rows.",Jurisdictions :: geoid,Open,,,"Was T4-122, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2407891,published - unique title + element type on the page
T8-111,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Complete Actions,2379132,Card on Jurisdictions,"Nothing renders component 2379132: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407891 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2407891, which is the row the page actually renders, then delete 2379132 in a sweep of unreferenced component rows.",Jurisdictions :: lhmp_proposed_actions,Open,,,"Was T4-123, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2407891,published - unique title + element type on the page
T8-112,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled lexical),2379134,lexical,"Nothing renders component 2379134: it is in neither the published nor the draft section list of any page (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The section itself is most likely still on the_plan/jurisdictional_annexes/select_jurisdiction under a new row id, but it could not be pinned down (no current section matches its title and element type).","Re-check the ""No requirement tag"" finding against the_plan/jurisdictional_annexes/select_jurisdiction directly -- this row id is stale, but the finding may well still be open on the row that replaced it. Then delete 2379134 in a sweep of unreferenced component rows.",,Open,,,"Was T5-309, type 5 (No requirement tag).","H2, E2-b",1515535,Progress,Completed Actions,"inherited from LHMP_IA component ""Completed Actions"" (Progress / Table) [realigned (component re-created since QA)]",Medium,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,,no current section matches its title and element type
T8-113,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,In-Progress Actions,2379135,Card on Jurisdictions,"Nothing renders component 2379135: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407894 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2407894, which is the row the page actually renders, then delete 2379135 in a sweep of unreferenced component rows.",Jurisdictions :: geoid,Open,,,"Was T4-124, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2407894,published - unique title + element type on the page
T8-114,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,In-Progress Actions,2379135,Card on Jurisdictions,"Nothing renders component 2379135: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407894 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2407894, which is the row the page actually renders, then delete 2379135 in a sweep of unreferenced component rows.",Jurisdictions :: lhmp_proposed_actions,Open,,,"Was T4-125, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2407894,published - unique title + element type on the page
T8-115,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled Card),2379136,Card on Jurisdictions,"Nothing renders component 2379136: it is in neither the published nor the draft section list of any page (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The section itself is most likely still on the_plan/jurisdictional_annexes/select_jurisdiction under a new row id, but it could not be pinned down (no current section matches its title and element type).","Re-check the ""No requirement tag"" finding against the_plan/jurisdictional_annexes/select_jurisdiction directly -- this row id is stale, but the finding may well still be open on the row that replaced it. Then delete 2379136 in a sweep of unreferenced component rows.",,Open,,,"Was T5-310, type 5 (No requirement tag).","H2, H3, E2-b, C5-b, C4-a, C4-b",1468640,Progress,In-Progress Actions,"inherited from LHMP_IA component ""In-Progress Actions"" (Progress / Card) [realigned (component re-created since QA)]",Medium,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,,no current section matches its title and element type
T8-116,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled lexical),2379138,lexical,"Nothing renders component 2379138: it is in neither the published nor the draft section list of any page (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The section itself is most likely still on the_plan/jurisdictional_annexes/select_jurisdiction under a new row id, but it could not be pinned down (no current section matches its title and element type).","Re-check the ""No requirement tag"" finding against the_plan/jurisdictional_annexes/select_jurisdiction directly -- this row id is stale, but the finding may well still be open on the row that replaced it. Then delete 2379138 in a sweep of unreferenced component rows.",,Open,,,"Was T5-311, type 5 (No requirement tag).","H2, H3, E2-b, C5-b, C4-a, C4-b",1515537,Progress,In-Progress Actions,"inherited from LHMP_IA component ""In-Progress Actions"" (Progress / Table) [realigned (component re-created since QA)]",Medium,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,,no current section matches its title and element type
T8-117,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Proposed Actions,2379139,Card on Jurisdictions,"Nothing renders component 2379139: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407898 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2407898, which is the row the page actually renders, then delete 2379139 in a sweep of unreferenced component rows.",Jurisdictions :: geoid,Open,,,"Was T4-126, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2407898,published - unique title + element type on the page
T8-118,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Proposed Actions,2379139,Card on Jurisdictions,"Nothing renders component 2379139: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407898 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2407898, which is the row the page actually renders, then delete 2379139 in a sweep of unreferenced component rows.",Jurisdictions :: lhmp_proposed_actions,Open,,,"Was T4-127, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2407898,published - unique title + element type on the page
T8-119,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,(untitled lexical),2379141,lexical,"Nothing renders component 2379141: it is in neither the published nor the draft section list of any page (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The section itself is most likely still on the_plan/jurisdictional_annexes/select_jurisdiction under a new row id, but it could not be pinned down (no current section matches its title and element type).","Re-check the ""No requirement tag"" finding against the_plan/jurisdictional_annexes/select_jurisdiction directly -- this row id is stale, but the finding may well still be open on the row that replaced it. Then delete 2379141 in a sweep of unreferenced component rows.",,Open,,,"Was T5-312, type 5 (No requirement tag).","H2, H3, C5-b, C4-a, C4-b",1468639,Progress,Proposed Actions,"inherited from LHMP_IA component ""Proposed Actions"" (Progress / Table) [realigned (component re-created since QA)]",Medium,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,,no current section matches its title and element type
T8-120,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Additional Context (Progress),2379142,Card on Jurisdictions,"Nothing renders component 2379142: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407901 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2407901, which is the row the page actually renders, then delete 2379142 in a sweep of unreferenced component rows.",Jurisdictions :: geoid,Open,,,"Was T4-128, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2407901,published - unique title + element type on the page
T8-121,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,Additional Context (Progress),2379142,Card on Jurisdictions,"Nothing renders component 2379142: it is in neither the published nor the draft section list of the_plan/jurisdictional_annexes/select_jurisdiction (superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2407901 (published), so the original ""No requirement tag"" finding has moved there.","Nothing to edit on this row. Re-check the ""No requirement tag"" finding against component 2407901, which is the row the page actually renders, then delete 2379142 in a sweep of unreferenced component rows.",,Open,,,"Was T5-313, type 5 (No requirement tag).",Not Applicable,1515538,Progress,Additional Context (Progress),"LHMP_IA component ""Additional Context (Progress)"" (Progress / Card) [realigned (component re-created since QA)]",High,Not rendering,"superseded publish snapshot -- it sits in a block of 87 consecutively abandoned rows, the size of the page's own 92-section list, so the whole set was replaced by a later publish",5,No requirement tag,2407901,published - unique title + element type on the page
T8-122,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,(untitled lexical),2384544,lexical,"Nothing renders component 2384544: it is in neither the published nor the draft section list of any page (superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish). The section itself is most likely still on the_risk/natural_hazards/hurricane under a new row id, but it could not be pinned down (no current section matches its title and element type).","Re-check the ""No requirement tag"" finding against the_risk/natural_hazards/hurricane directly -- this row id is stale, but the finding may well still be open on the row that replaced it. Then delete 2384544 in a sweep of unreferenced component rows.",,Open,,,"Was T5-605, type 5 (No requirement tag).",B1-a,1468367,Overview,Overview,"LHMP_IA section ""Overview"" (first section on the page) [realigned (component re-created since QA)]",Medium,Not rendering,"superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish",5,No requirement tag,,no current section matches its title and element type
T8-123,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,Overview,2384545,Card on LHMP_IA,"Nothing renders component 2384545: it is in neither the published nor the draft section list of the_risk/natural_hazards/hurricane (superseded publish snapshot -- it sits in a block of 55 consecutively abandoned rows, the size of the page's own 78-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2384264 (published), so the original ""SHMP narrative not permission-locked"" finding has moved there.","Nothing to edit on this row. Re-check the ""SHMP narrative not permission-locked"" finding against component 2384264, which is the row the page actually renders, then delete 2384545 in a sweep of unreferenced component rows.",LHMP_IA edit lock,Open,,,"Was T1-026, type 1 (SHMP narrative not permission-locked).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 55 consecutively abandoned rows, the size of the page's own 78-section list, so the whole set was replaced by a later publish",1,SHMP narrative not permission-locked,2384264,published - unique title + element type on the page
T8-124,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,Hazard of Concern,2384547,Card on Hazards_of_Concern,"Nothing renders component 2384547: it is in neither the published nor the draft section list of the_risk/natural_hazards/hurricane (superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2410203 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2410203, which is the row the page actually renders, then delete 2384547 in a sweep of unreferenced component rows.",Hazards_of_Concern :: hazard,Open,,,"Was T4-204, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2410203,published - unique title + element type on the page
T8-125,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,Hazard of Concern,2384547,Card on Hazards_of_Concern,"Nothing renders component 2384547: it is in neither the published nor the draft section list of the_risk/natural_hazards/hurricane (superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2410203 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2410203, which is the row the page actually renders, then delete 2384547 in a sweep of unreferenced component rows.",Hazards_of_Concern :: hazard,Open,,,"Was T4-205, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2410203,published - unique title + element type on the page
T8-126,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,Hazard of Concern,2384547,Card on Hazards_of_Concern,"Nothing renders component 2384547: it is in neither the published nor the draft section list of the_risk/natural_hazards/hurricane (superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2410203 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2410203, which is the row the page actually renders, then delete 2384547 in a sweep of unreferenced component rows.",Hazards_of_Concern :: hazard_of_concern,Open,,,"Was T4-206, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2410203,published - unique title + element type on the page
T8-127,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,Hazard of Concern,2384547,Card on Hazards_of_Concern,"Nothing renders component 2384547: it is in neither the published nor the draft section list of the_risk/natural_hazards/hurricane (superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2410203 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2410203, which is the row the page actually renders, then delete 2384547 in a sweep of unreferenced component rows.",Hazards_of_Concern :: geoid_county,Open,,,"Was T4-207, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2410203,published - unique title + element type on the page
T8-128,8,Component not rendering on any page,Maintenance,Data hygiene,component,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,Hazard of Concern,2384547,Card on Hazards_of_Concern,"Nothing renders component 2384547: it is in neither the published nor the draft section list of the_risk/natural_hazards/hurricane (superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish). The authored section is still on the page as component 2410203 (published), so the original ""Out-of-date metadata"" finding has moved there.","Nothing to edit on this row. Re-check the ""Out-of-date metadata"" finding against component 2410203, which is the row the page actually renders, then delete 2384547 in a sweep of unreferenced component rows.",Hazards_of_Concern :: geoid_juris,Open,,,"Was T4-208, type 4 (Out-of-date metadata).",,,,,,,Not rendering,"superseded publish snapshot -- it sits in a block of 19 consecutively abandoned rows, the size of the page's own 74-section list, so the whole set was replaced by a later publish",4,Out-of-date metadata,2410203,published - unique title + element type on the page
